Title,Price,Location,Surface,Number_of_Rooms,Floor,Finishing_Condition,Heating,Parking_Space,Balcony_Garden_Terrace,Link,Voivodeship,City
3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,,"Magazynowa, Kowale, Kolbudy, gdański, pomorskie",57.84,3 ,1/3,do wykończenia,,,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bez-prowizji-ID4gtM8,Pomorskie,gdański
"Mieszkanie, 113,31 m², Gdańsk",2039000.0,"Brzeźno, Gdańsk, pomorskie",113.31,3 ,1/1,do zamieszkania,gazowe,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-113-31-m-gdansk-ID4nhSq,Pomorskie,Gdańsk
Mieszkanie na sprzedaż Legnica - Centrum,420000.0,"Legnica, dolnośląskie",120.6,4 ,2/3,,piece kaflowe,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-legnica-centrum-ID4maZY,Dolnośląskie,Legnica
"Mieszkanie, 46,60 m², Gdańsk",910000.0,"Aniołki, Gdańsk, pomorskie",46.6,2 ,1/3,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-46-60-m-gdansk-ID4noDS,Pomorskie,Gdańsk
"Niesamowity, designerski apartament na Jeżycach!!",999000.0,"ul. Jeżycka, Jeżyce, Jeżyce, Poznań, wielkopolskie",77.1,3 ,3/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/niesamowity-designerski-apartament-na-jezycach-ID4nN0g,Wielkopolskie,Poznań
"Kawalerka, Ul. Śląska, 33m, 2 piętro.",90000.0,"Świętochłowice, śląskie",33.0,1 ,2/2,do remontu,,,,https://www.otodom.pl/pl/oferta/kawalerka-ul-slaska-33m-2-pietro-ID4nItm,Śląskie,Świętochłowice
Mieszkanie M3 Po Generalnym Remoncie.,282100.0,"Radomsko, radomszczański, łódzkie",45.5,2 ,3/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-m3-po-generalnym-remoncie-ID4jvAD,Łódzkie,radomszczański
"Mieszkanie, 63,70 m², Gdańsk",650000.0,"Nowy Port, Gdańsk, pomorskie",63.7,3 ,4/4,do zamieszkania,,,,https://www.otodom.pl/pl/oferta/mieszkanie-63-70-m-gdansk-ID4nsI9,Pomorskie,Gdańsk
Narożnikowy lokal parterowy z ogródkiem,580000.0,"ul. Czarnucha 9, Naramowice, Stare Miasto, Poznań, wielkopolskie",49.61,2 ,parter/5,do zamieszkania,,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/naroznikowy-lokal-parterowy-z-ogrodkiem-ID4mZOZ,Wielkopolskie,Poznań
"Mieszkanie 2-pokojowe ul.Czajkowskiego,Częstochowa",195000.0,"Dżbów, Częstochowa, śląskie",36.0,2 ,1/2,do remontu,gazowe,,,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-czajkowskiego-czestochowa-ID4nOof,Śląskie,Częstochowa
Pełne uroku mieszkanie z widokiem na Wisłę,619000.0,"ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie",30.0,2 ,9/15,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/pelne-uroku-mieszkanie-z-widokiem-na-wisle-ID4nObK,Mazowieckie,Warszawa
2 pokoje | Orzeszkowej | Blisko Parku Miejskiego,350000.0,"Legnica, dolnośląskie",47.4,2 ,4/4,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-orzeszkowej-blisko-parku-miejskiego-ID4nWfI,Dolnośląskie,Legnica
4 pokoje/ parter/ klimatyzacja,360000.0,"Legnica, dolnośląskie",64.0,4 ,parter/3,do zamieszkania,gazowe,,,https://www.otodom.pl/pl/oferta/4-pokoje-parter-klimatyzacja-ID4nWfG,Dolnośląskie,Legnica
Na sprzedaż mieszkanie trzypokojowe!,336000.0,"Świecie, Świecie, świecki, kujawsko-pomorskie",59.1,3 ,2/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/na-sprzedaz-mieszkanie-trzypokojowe-ID4nWfE,Kujawsko-pomorskie,świecki
"2 Duże Pokoje, Balkon, Wojska Polskiego",219000.0,"ul. Wojska Polskiego, Wodzisław Śląski, wodzisławski, śląskie",45.3,2 ,4/4,,,,balkon,https://www.otodom.pl/pl/oferta/2-duze-pokoje-balkon-wojska-polskiego-ID4nWfD,Śląskie,wodzisławski
"Mieszkanie, 64 m², Gdańsk",670000.0,"Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",64.0,3 ,4/4,do zamieszkania,,,,https://www.otodom.pl/pl/oferta/mieszkanie-64-m-gdansk-ID4npd9,Pomorskie,Gdańsk
"Mieszkanie, 55 m², Gdańsk",739000.0,"Ujeścisko-Łostowice, Gdańsk, pomorskie",55.0,3 ,4/6,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-55-m-gdansk-ID4nOhO,Pomorskie,Gdańsk
"Piękne mieszkanie Sopot Karlikowo, 200 m do plaży",874000.0,"ul. Bitwy pod Płowcami, Karlikowo, Sopot, pomorskie",46.0,3 ,3/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-sopot-karlikowo-200-m-do-plazy-ID4nFpo,Pomorskie,Sopot
"Mieszkanie, 75 m², Gdańsk",575000.0,"Śródmieście, Gdańsk, pomorskie",75.0,3 ,4/4,do zamieszkania,gazowe,,,https://www.otodom.pl/pl/oferta/mieszkanie-75-m-gdansk-ID4nOhU,Pomorskie,Gdańsk
"Mieszkanie, 61,27 m², Gdańsk",639000.0,"Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",61.27,3 ,3/4,do zamieszkania,inne,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-61-27-m-gdansk-ID4nFZ9,Pomorskie,Gdańsk
"Mieszkanie, 68,71 m², Chwaszczyno",800000.0,"Chwaszczyno, Żukowo, kartuski, pomorskie",68.71,3 ,2/2,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-68-71-m-chwaszczyno-ID4nOhQ,Pomorskie,kartuski
Mieszkanie 77m2 3/4 pokoje Górce Bemowo,950000.0,"Górce, Bemowo, Warszawa, mazowieckie",77.0,3 ,5/10,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-77m2-3-4-pokoje-gorce-bemowo-ID4nWft,Mazowieckie,Warszawa
Sprzedam śliczne mieszkanie w zabudowie szeregowej,650000.0,"Czapury, Mosina, poznański, wielkopolskie",62.0,3 ,1/3,do zamieszkania,inne,,ogródek,https://www.otodom.pl/pl/oferta/sprzedam-sliczne-mieszkanie-w-zabudowie-szeregowej-ID4nWfv,Wielkopolskie,poznański
Sprzedam mieszkanie,290000.0,"ul. Polna 27b, Szczecinek, szczecinecki, zachodniopomorskie",50.5,2 ,parter/4,do zamieszkania,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4nWfw,Zachodniopomorskie,szczecinecki
Kawalerka do własnej aranżacji przy Parku Kachla,148600.0,"ul. Wrocławska, Śródmieście, Bytom, śląskie",33.0,1 ,6/10,do remontu,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-do-wlasnej-aranzacji-przy-parku-kachla-ID4nWfy,Śląskie,Bytom
"Bytom ul. Sokoła, 51m2, 2 pokoje, balkon,",159000.0,"Śródmieście, Bytom, śląskie",50.92,2 ,3/3,do remontu,,,balkon,https://www.otodom.pl/pl/oferta/bytom-ul-sokola-51m2-2-pokoje-balkon-ID4lp57,Śląskie,Bytom
"Mieszkanie, 52 m², Gdańsk",618000.0,"Orunia Górna - Gdańsk Południe, Gdańsk, pomorskie",52.0,2 ,1/4,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-52-m-gdansk-ID4nOhT,Pomorskie,Gdańsk
Sprzedam 4 pokoje na Zdrowiu obok Parku. Garaż+box,720000.0,"ul. Srebrzyńska, Zdrowie, Polesie, Łódź, łódzkie",66.03,4 ,2/5,do zamieszkania,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/sprzedam-4-pokoje-na-zdrowiu-obok-parku-garaz-box-ID4nWfu,Łódzkie,Łódź
"Mieszkanie, 65 m², Gdańsk",1049000.0,"Letnica, Gdańsk, pomorskie",65.0,3 ,1/4,do zamieszkania,inne,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-65-m-gdansk-ID4nOhZ,Pomorskie,Gdańsk
Bacieczki: 2-Pokojowe rodzinne M do wprowadzenia!,409000.0,"ul. Komisji Edukacji Narodowej, Bacieczki, Białystok, podlaskie",47.9,2 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/bacieczki-2-pokojowe-rodzinne-m-do-wprowadzenia-ID4nWfx,Podlaskie,Białystok
5-pokojowe mieszkanie 131m2 + taras Bez Prowizji,1704950.0,"ul. Nad Sokołówką, Julianów, Bałuty, Łódź, łódzkie",131.15,5 ,8/8,do wykończenia,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-131m2-taras-bez-prowizji-ID4n5IN,Łódzkie,Łódź
Piękne mieszkanie I Nowe budownictwo I Ogródek,578000.0,"ul. Podmiejska, Lubliniec, lubliniecki, śląskie",87.0,3 ,1/2,do zamieszkania,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-i-nowe-budownictwo-i-ogrodek-ID4mK88,Śląskie,lubliniecki
★Dwa pokoje 41 mkw w nowej inwestycji w Centrum!★★,389000.0,"ul. Miedziana, Drzetowo-Grabowo, Śródmieście, Szczecin, zachodniopomorskie",40.96,2 ,4/6,do wykończenia,miejskie,,balkon,https://www.otodom.pl/pl/oferta/dwa-pokoje-41-mkw-w-nowej-inwestycji-w-centrum-ID4k1V7,Zachodniopomorskie,Szczecin
Osiedle StyLove w Holi - segment środkowy,499000.0,"Biała Podlaska, lubelskie",117.8,5 ,,,,,,https://www.otodom.pl/pl/oferta/osiedle-stylove-w-holi-segment-srodkowy-ID4nvYC,Lubelskie,Biała Podlaska
2 pokoje / niski blok / os. morelowe / kredyt 2 %,324900.0,"ul. Leopolda Staffa, Osiedle Morelowe, Centrum, Zielona Góra, lubuskie",37.0,2 ,4/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/2-pokoje-niski-blok-os-morelowe-kredyt-2-ID4nTeg,Lubuskie,Zielona Góra
"Ostatnie mieszkania: 2 pokoje, balkon",299900.0,"Leszno, wielkopolskie",43.46,2 ,1/2,do wykończenia,gazowe,,balkon,https://www.otodom.pl/pl/oferta/ostatnie-mieszkania-2-pokoje-balkon-ID4nWfk,Wielkopolskie,Leszno
"Cisza i spokój, 3 pokoje wciąż dostępne. Bk 2%",649000.0,"Zawidawie, Psie Pole, Wrocław, dolnośląskie",49.72,3 ,1/4,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/cisza-i-spokoj-3-pokoje-wciaz-dostepne-bk-2-ID4nWfj,Dolnośląskie,Wrocław
"Kawalerka, zielona okolica, blisko miasta",538824.0,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",30.61,2 ,3/9,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/kawalerka-zielona-okolica-blisko-miasta-ID4nWfh,Dolnośląskie,Wrocław
Nowe mieszkania bezczynszowe z ogródkami,359000.0,"Gronowe Zacisze, Leszno, wielkopolskie",64.0,4 ,1/1,do wykończenia,gazowe,,balkon,https://www.otodom.pl/pl/oferta/nowe-mieszkania-bezczynszowe-z-ogrodkami-ID4nWfe,Wielkopolskie,Leszno
Mieszkanie 73 m2+ 19m2 balkon dwa miejsca postojo,710000.0,"Ożarów Mazowiecki, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",73.62,4 ,2/3,do zamieszkania,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-73-m2-19m2-balkon-dwa-miejsca-postojo-ID4nwUT,Mazowieckie,warszawski zachodni
obok Sądu Okręgowego we Wrocławiu _ 7 min. pieszo,990000.0,"Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",97.0,2 ,1/4,do wykończenia,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/obok-sadu-okregowego-we-wroclawiu-7-min-pieszo-ID4nWf8,Dolnośląskie,Wrocław
3-pokojowe mieszkanie 59m2 + 2 balkony,,"ul. Dolinna, Lublinek, Polesie, Łódź, łódzkie",59.13,3 ,1/5,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-2-balkony-ID4npPh,Łódzkie,Łódź
Nowoczesne 2 pok. Kamienica Nova 2 ul. Narutowicza,525000.0,"Pomorzany, Zachód, Szczecin, zachodniopomorskie",32.45,2 ,4/6,do zamieszkania,,,balkon,https://www.otodom.pl/pl/oferta/nowoczesne-2-pok-kamienica-nova-2-ul-narutowicza-ID4nOXD,Zachodniopomorskie,Szczecin
2 pokoje ul. Janosika przy Parku Kasprowicza,480000.0,"Pomorzany, Zachód, Szczecin, zachodniopomorskie",34.61,2 ,1/4,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/2-pokoje-ul-janosika-przy-parku-kasprowicza-ID4nP4W,Zachodniopomorskie,Szczecin
"3 pokojowe mieszkanie, Zamość, piękny widok",339000.0,"ul. Ludowa, Piła, pilski, wielkopolskie",58.92,3 ,7/10,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-zamosc-piekny-widok-ID4nond,Wielkopolskie,pilski
4-pokojowe mieszkanie 80m2 + loggia Bezpośrednio,1632500.0,"ul. Białej Koniczyny/ul. Dzikich Jabłoni, Stegny, Mokotów, Warszawa, mazowieckie",80.32,4 ,1/2,do wykończenia,,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-loggia-bezposrednio-ID4i0sz,Mazowieckie,Warszawa
Wyposażenie w cenie| Do wejścia| Dużo zieleni,830000.0,"ul. Okocimska, Ulrychów, Wola, Warszawa, mazowieckie",49.81,3 ,4/10,do zamieszkania,miejskie,,,https://www.otodom.pl/pl/oferta/wyposazenie-w-cenie-do-wejscia-duzo-zieleni-ID4nWf5,Mazowieckie,Warszawa
Ekskluzywny Apartament - GOTOWY do odbioru,2921800.0,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie",146.09,5 ,2/10,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/ekskluzywny-apartament-gotowy-do-odbioru-ID4gEw1,Małopolskie,Kraków
Widne 3 -pokojowe po generalnym remoncie metro Bró,997000.0,"ul. Wyszogrodzka, Bródno, Targówek, Warszawa, mazowieckie",67.13,3 ,3/17,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/widne-3-pokojowe-po-generalnym-remoncie-metro-bro-ID4nqLi,Mazowieckie,Warszawa
Wyjątkowe mieszkanie 98 M z widokiem na Morze.,3770000.0,"ul. Uzdrowiskowa, Świnoujście, zachodniopomorskie",98.0,3 ,4/4,do zamieszkania,,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/wyjatkowe-mieszkanie-98-m-z-widokiem-na-morze-ID4iye8,Zachodniopomorskie,Świnoujście
Trzypokojowe mieszkanie z ogródkiem,625000.0,"ul. Leona Staniszewskiego, Wiczlino, Gdynia, pomorskie",50.0,3 ,parter/4,do zamieszkania,gazowe,,,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-z-ogrodkiem-ID4nWf2,Pomorskie,Gdynia
"4-pokojowe mieszkanie 86,37m2 nad rzeką",1235091.0,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",86.37,4 ,3/4,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-86-37m2-nad-rzeka-ID4nWf1,Dolnośląskie,Wrocław
45m2 (skrajny szereg) + ogródek + fotowoltaika,310000.0,"Leszno, wielkopolskie",45.0,2 ,1/1,,gazowe,,ogródek,https://www.otodom.pl/pl/oferta/45m2-skrajny-szereg-ogrodek-fotowoltaika-ID4nOOE,Wielkopolskie,Leszno
"3 pokojowe, dwupiętrowe - promocja!!",412526.0,"ul. Kurkowa, Leszno, wielkopolskie",60.62,3 ,parter/1,do wykończenia,gazowe,,balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-dwupietrowe-promocja-ID4mCFt,Wielkopolskie,Leszno
najtaniej - pierwsze w cenie 4000zł/1m2 -PAWŁOWICE,204160.0,"Leszno, wielkopolskie",51.04,2 ,1/2,,gazowe,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/najtaniej-pierwsze-w-cenie-4000zl-1m2-pawlowice-ID4nSAv,Wielkopolskie,Leszno
2-pokojowe mieszkanie 43m2 + balkon Bez Prowizji,556330.0,"ul. Nefrytowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",43.84,2 ,1/2,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bez-prowizji-ID4dOQy,Dolnośląskie,Wrocław
najtaniej - ostatnie w cenie 4000zł/1m2 -PAWŁOWICE,121240.0,"Leszno, wielkopolskie",30.31,1 ,1/2,,gazowe,garaż/miejsce parkingowe,"balkon, ogródek",https://www.otodom.pl/pl/oferta/najtaniej-ostatnie-w-cenie-4000zl-1m2-pawlowice-ID4nSAB,Wielkopolskie,Leszno
Apartament Manufaktura Drewnowska / Ogrodowa FV,377600.0,"ul. Drewnowska, Koziny, Polesie, Łódź, łódzkie",27.0,2 ,4,,,,taras,https://www.otodom.pl/pl/oferta/apartament-manufaktura-drewnowska-ogrodowa-fv-ID4l2iE,Łódzkie,Łódź
Mieszkanie 42m2.I piętro.Turkowice.Lubelskie.,115000.0,"Turkowice, Werbkowice, hrubieszowski, lubelskie",42.0,2 ,1/2,,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/mieszkanie-42m2-i-pietro-turkowice-lubelskie-ID4mOSP,Lubelskie,hrubieszowski
"Niebuszewo - 3 pokojowe, słoneczne mieszkanie",420000.0,"ul. Mikołaja Reja, Niebuszewo-Bolinko, Śródmieście, Szczecin, zachodniopomorskie",54.12,3 ,parter/4,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/niebuszewo-3-pokojowe-sloneczne-mieszkanie-ID4nWeM,Zachodniopomorskie,Szczecin
"Bytom, ul. Huta Julia, co miejskie, 2 pokoje",120000.0,"Śródmieście, Bytom, śląskie",34.0,2 ,parter/3,,,,,https://www.otodom.pl/pl/oferta/bytom-ul-huta-julia-co-miejskie-2-pokoje-ID4nItR,Śląskie,Bytom
2 Pokoje+Balkon/Świetna Lokalizacja/Bez Prowizji,47551850.0,"Śródmieście, Katowice, śląskie",41.53,2 ,5/27,do wykończenia,miejskie,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-swietna-lokalizacja-bez-prowizji-ID4nWeV,Śląskie,Katowice
Blisko Natury,41417250.0,"Radogoszcz, Bałuty, Łódź, łódzkie",51.45,3 ,parter/3,do wykończenia,miejskie,,,https://www.otodom.pl/pl/oferta/blisko-natury-ID4nWeU,Łódzkie,Łódź
"Marcelin na wyciągnie RĘKI ! 61,07 M2 z LOGGIĄ !",659556.0,"ul. Bułgarska, Marcelin, Grunwald, Poznań, wielkopolskie",61.07,3 ,> 10/13,do wykończenia,miejskie,,balkon,https://www.otodom.pl/pl/oferta/marcelin-na-wyciagnie-reki-61-07-m2-z-loggia-ID4nWeO,Wielkopolskie,Poznań
Poddasze -wiele możliwości,295000.0,"ul. ks. Jana Długosza, Okole, Bydgoszcz, kujawsko-pomorskie",153.0,więcej niż 10,3/3,do remontu,,,,https://www.otodom.pl/pl/oferta/poddasze-wiele-mozliwosci-ID4niNs,Kujawsko-pomorskie,Bydgoszcz
OSTATNIE dwupoziomowe mieszkanie 125m2 z ogródkiem,599000.0,"ul. Lipowa 13, Nadolice Wielkie, Czernica, wrocławski, dolnośląskie",125.0,3 ,parter/1,do wykończenia,gazowe,garaż/miejsce parkingowe,"ogródek, taras",https://www.otodom.pl/pl/oferta/ostatnie-dwupoziomowe-mieszkanie-125m2-z-ogrodkiem-ID4n1lH,Dolnośląskie,wrocławski
Sprzedam mieszkanie bezczynszowe ~72 m,480000.0,"Gubin, krośnieński, lubuskie",72.0,4 ,1/1,do zamieszkania,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-bezczynszowe-72-m-ID4nFnU,Lubuskie,krośnieński
Kawalerka Centrum Piłsudskiego 2,210000.0,"Centrum, Białystok, podlaskie",20.5,1 ,2,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/kawalerka-centrum-pilsudskiego-2-ID4nWeK,Podlaskie,Białystok
"Trzy pokoje, Brzęczkowice, niski blok.",277000.0,"ul. ks. kard. Augusta Hlonda, Mysłowice, śląskie",53.5,3 ,4/4,do wykończenia,miejskie,,balkon,https://www.otodom.pl/pl/oferta/trzy-pokoje-brzeczkowice-niski-blok-ID4nIQ4,Śląskie,Mysłowice
"Mieszkanie 3 pokoje, Kasztelańskie, parter, balkon",389000.0,"os. Kasztelańskie, Międzyrzecz, Międzyrzecz, międzyrzecki, lubuskie",62.2,3 ,parter/4,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-kasztelanskie-parter-balkon-ID4mZ7Z,Lubuskie,międzyrzecki
"REWELACYJNY widok na Stadion | Loggia 7,77m2 | HIT",419000.0,"ul. Bułgarska 59, Kasztelanów, Grunwald, Poznań, wielkopolskie",38.76,1 ,8/13,do wykończenia,miejskie,garaż/miejsce parkingowe,taras,https://www.otodom.pl/pl/oferta/rewelacyjny-widok-na-stadion-loggia-7-77m2-hit-ID4m7oh,Wielkopolskie,Poznań
"ŚCISŁE CENTRUM, 2pok,50m2,Rozkładowe,Balkon",590000.0,"ul. Oławska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie",50.0,2 ,3/4,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/scisle-centrum-2pok-50m2-rozkladowe-balkon-ID4nWeE,Dolnośląskie,Wrocław
Urokliwa Kawalerka 27 m2.Żułów.Kraśniczyn,145000.0,"Żułów, Kraśniczyn, krasnostawski, lubelskie",27.0,1 ,2,do zamieszkania,gazowe,garaż/miejsce parkingowe,ogródek,https://www.otodom.pl/pl/oferta/urokliwa-kawalerka-27-m2-zulow-krasniczyn-ID4nvWY,Lubelskie,krasnostawski
"Przestronne Mieszkanie 3 pok. 64,5m2 na Bukowym",585000.0,"Bukowe-Klêskowo, Prawobrzeże, Szczecin, zachodniopomorskie",64.5,3 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-3-pok-64-5m2-na-bukowym-ID4nWeD,Zachodniopomorskie,Szczecin
"WYSOKI STANDARD, zielona okolica, dwustronne.",800000.0,"ul. Owocowy Sad, Piaseczno, Piaseczno, piaseczyński, mazowieckie",72.5,3 ,2/2,do zamieszkania,gazowe,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/wysoki-standard-zielona-okolica-dwustronne-ID4m0MZ,Mazowieckie,piaseczyński
Dwa poziomy przy plaży|Miejsce w garażu podziemnym,1599000.0,"Chrobrego 45/32, Ustronie Morskie, Ustronie Morskie, kołobrzeski, zachodniopomorskie",77.06,3 ,3/3,do wykończenia,gazowe,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/dwa-poziomy-przy-plazy-miejsce-w-garazu-podziemnym-ID4nFnT,Zachodniopomorskie,kołobrzeski
BEZPOŚREDNIO | 3-pok.+kuchn | Park Wilsona | 3-PaK,499000.0,"ul. Józefa Strusia, Łazarz, Grunwald, Poznań, wielkopolskie",65.8,3 ,2/5,do remontu,gazowe,,,https://www.otodom.pl/pl/oferta/bezposrednio-3-pok-kuchn-park-wilsona-3-pak-ID4nIKx,Wielkopolskie,Poznań
Mieszkanie w Chrzanowie,220000.0,"ul. kard. Wyszyńskiego, Chrzanów, Chrzanów, chrzanowski, małopolskie",35.7,1 ,3/10,,miejskie,,balkon,https://www.otodom.pl/pl/oferta/mieszkanie-w-chrzanowie-ID4nLGq,Małopolskie,chrzanowski
3 pokoje_baklon_taras #0pcc DEVELOPER!,1035000.0,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",81.0,3 ,3/3,do wykończenia,miejskie,garaż/miejsce parkingowe,"balkon, taras",https://www.otodom.pl/pl/oferta/3-pokoje-baklon-taras-0pcc-developer-ID4nWeB,Mazowieckie,Warszawa
2-pokojowe mieszkanie 45m2 + balkon,,"Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",45.39,2 ,3/5,do wykończenia,,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-balkon-ID4n8Ih,Dolnośląskie,Wrocław
"ul. Reymonta 17 | 66,20 m2 | 10 p | do zamieszkani",699000.0,"al. Aleja Władysława Reymonta 17, Chomiczówka, Bielany, Warszawa, mazowieckie",66.2,3 ,10/10,do zamieszkania,miejskie,garaż/miejsce parkingowe,,https://www.otodom.pl/pl/oferta/ul-reymonta-17-66-20-m2-10-p-do-zamieszkani-ID4nonc,Mazowieckie,Warszawa
Sprzedam mieszkanie 60m2,330000.0,"ul. Zofii Nałkowskiej, Piotrków Trybunalski, łódzkie",60.0,3 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-60m2-ID4nWep,Łódzkie,Piotrków Trybunalski
4 pokoje / loggia / 2x garaż / komórka /Holm House,1499000.0,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",78.0,4 ,1/6,do wykończenia,miejskie,garaż/miejsce parkingowe,balkon,https://www.otodom.pl/pl/oferta/4-pokoje-loggia-2x-garaz-komorka-holm-house-ID4nWez,Mazowieckie,Warszawa
sprzedam mieszkanie z wyposażeniem w Puławach,269000.0,"al. Tysiąclecia Państwa Polskiego, Puławy, puławski, lubelskie",42.86,3 ,3/3,do zamieszkania,miejskie,,balkon,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-z-wyposazeniem-w-pulawach-ID4nJ8X,Lubelskie,puławski
USTAWNE 3 pokojowe M z LOGGIĄ! Lasek Marceliński!,741960.0,"ul. Bułgarska, Marcelin, Grunwald, Poznań, wielkopolskie",68.7,3 ,8/13,do wykończenia,miejskie,,balkon,https://www.otodom.pl/pl/oferta/ustawne-3-pokojowe-m-z-loggia-lasek-marcelinski-ID4nWey,Wielkopolskie,Poznań
"Kawalerka - Katowice os. Paderewskiego, do remontu",265000.0,"ul. Graniczna 57, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",30.81,1 ,> 10/11,do remontu,miejskie,,balkon,https://www.otodom.pl/pl/oferta/kawalerka-katowice-os-paderewskiego-do-remontu-ID4mzWu,Śląskie,Katowice
